v20defThreshold;v22defThreshold;v25defThreshold;Tot;OK;KO;PercentOK;Wilson95Lower;NoAUTot;NoAUOK;NoAUKO;NoAUPercentOK;NoAUWilson95Lower;Months;WorstMonthPercentOK;MonthsBelow70;Rank
63.0;63.0;78.0;361;275;86;76.18;71.5217;285;220;65;77.19;71.9789;2;67.62;1;3871
63.0;63.0;79.0;333;252;81;75.68;70.7916;264;202;62;76.52;71.0439;2;68.0;1;5824
63.0;63.0;80.0;308;235;73;76.3;71.2437;245;187;58;76.33;70.6229;2;69.32;1;4422
63.0;63.0;81.0;283;216;67;76.33;71.0405;231;177;54;76.62;70.7573;2;69.51;1;4968
63.0;63.0;82.0;267;203;64;76.03;70.5631;222;169;53;76.13;70.1039;2;70.13;0;6631
63.0;63.0;83.0;235;179;56;76.17;70.3297;196;150;46;76.53;70.1225;2;71.43;0;7294
63.0;63.0;84.0;209;157;52;75.12;68.8405;178;134;44;75.28;68.4541;2;70.18;0;10051
63.0;63.0;85.0;186;140;46;75.27;68.5987;162;123;39;75.93;68.7907;2;69.23;1;10412
63.0;63.0;86.0;171;129;42;75.44;68.4747;151;114;37;75.5;68.06;2;67.39;1;10597
63.0;63.0;87.0;151;113;38;74.83;67.3551;134;100;34;74.63;66.6438;2;65.0;1;12160
63.0;63.0;88.0;135;102;33;75.56;67.665;123;92;31;74.8;66.4525;2;65.71;1;11827
63.0;63.0;89.0;118;89;29;75.42;66.9353;108;80;28;74.07;65.0833;2;64.52;1;13111
63.0;63.0;90.0;96;72;24;75.0;65.49;88;65;23;73.86;63.824;2;62.96;1;15022
63.0;64.0;60.0;559;410;149;73.35;69.5296;423;318;105;75.18;70.8463;2;68.29;1;9117
63.0;64.0;61.0;559;410;149;73.35;69.5296;423;318;105;75.18;70.8463;2;68.29;1;9118
63.0;64.0;62.0;559;410;149;73.35;69.5296;423;318;105;75.18;70.8463;2;68.29;1;9119
63.0;64.0;63.0;558;410;148;73.48;69.6623;422;318;104;75.36;71.0273;2;68.71;1;8839
63.0;64.0;64.0;558;410;148;73.48;69.6623;422;318;104;75.36;71.0273;2;68.71;1;8840
63.0;64.0;65.0;552;405;147;73.37;69.5298;420;316;104;75.24;70.8937;2;68.55;1;9115
63.0;64.0;66.0;545;401;144;73.58;69.7204;413;312;101;75.54;71.1764;2;68.55;1;8694
63.0;64.0;67.0;536;395;141;73.69;69.8074;407;308;99;75.68;71.2799;2;69.23;1;8443
63.0;64.0;68.0;531;393;138;74.01;70.1179;405;307;98;75.8;71.4014;2;69.03;1;7727
63.0;64.0;69.0;527;390;137;74.0;70.0948;403;305;98;75.68;71.2641;2;69.03;1;7778
63.0;64.0;70.0;518;385;133;74.32;70.3929;396;301;95;76.01;71.5671;2;70.0;0;7165
63.0;64.0;71.0;505;378;127;74.85;70.8894;386;295;91;76.42;71.9428;2;69.86;1;5403
63.0;64.0;72.0;484;364;120;75.21;71.1711;368;282;86;76.63;72.0452;2;69.93;1;4519
63.0;64.0;73.0;467;351;116;75.16;71.047;355;272;83;76.62;71.9462;2;68.84;1;4953
63.0;64.0;74.0;448;339;109;75.67;71.489;342;263;79;76.9;72.1497;2;68.66;1;3939
63.0;64.0;75.0;430;325;105;75.58;71.306;328;251;77;76.52;71.6466;2;67.72;1;4255
63.0;64.0;76.0;408;310;98;75.98;71.605;315;242;73;76.83;71.8594;2;68.33;1;3685
63.0;64.0;77.0;383;293;90;76.5;72.0048;298;229;69;76.85;71.733;2;69.3;1;2885
63.0;64.0;78.0;361;275;86;76.18;71.5217;285;220;65;77.19;71.9789;2;67.62;1;3872
63.0;64.0;79.0;333;252;81;75.68;70.7916;264;202;62;76.52;71.0439;2;68.0;1;5825
63.0;64.0;80.0;308;235;73;76.3;71.2437;245;187;58;76.33;70.6229;2;69.32;1;4423
63.0;64.0;81.0;283;216;67;76.33;71.0405;231;177;54;76.62;70.7573;2;69.51;1;4969
63.0;64.0;82.0;267;203;64;76.03;70.5631;222;169;53;76.13;70.1039;2;70.13;0;6632
63.0;64.0;83.0;235;179;56;76.17;70.3297;196;150;46;76.53;70.1225;2;71.43;0;7295
63.0;64.0;84.0;209;157;52;75.12;68.8405;178;134;44;75.28;68.4541;2;70.18;0;10052
63.0;64.0;85.0;186;140;46;75.27;68.5987;162;123;39;75.93;68.7907;2;69.23;1;10413
63.0;64.0;86.0;171;129;42;75.44;68.4747;151;114;37;75.5;68.06;2;67.39;1;10598
63.0;64.0;87.0;151;113;38;74.83;67.3551;134;100;34;74.63;66.6438;2;65.0;1;12161
63.0;64.0;88.0;135;102;33;75.56;67.665;123;92;31;74.8;66.4525;2;65.71;1;11828
63.0;64.0;89.0;118;89;29;75.42;66.9353;108;80;28;74.07;65.0833;2;64.52;1;13112
63.0;64.0;90.0;96;72;24;75.0;65.49;88;65;23;73.86;63.824;2;62.96;1;15023
63.0;65.0;60.0;554;406;148;73.29;69.4495;421;316;105;75.06;70.7122;2;68.32;1;9180
63.0;65.0;61.0;554;406;148;73.29;69.4495;421;316;105;75.06;70.7122;2;68.32;1;9181
63.0;65.0;62.0;554;406;148;73.29;69.4495;421;316;105;75.06;70.7122;2;68.32;1;9182
63.0;65.0;63.0;553;406;147;73.42;69.5833;420;316;104;75.24;70.8937;2;68.75;1;9079
63.0;65.0;64.0;553;406;147;73.42;69.5833;420;316;104;75.24;70.8937;2;68.75;1;9080
63.0;65.0;65.0;552;405;147;73.37;69.5298;420;316;104;75.24;70.8937;2;68.55;1;9116
63.0;65.0;66.0;545;401;144;73.58;69.7204;413;312;101;75.54;71.1764;2;68.55;1;8695
63.0;65.0;67.0;536;395;141;73.69;69.8074;407;308;99;75.68;71.2799;2;69.23;1;8444
63.0;65.0;68.0;531;393;138;74.01;70.1179;405;307;98;75.8;71.4014;2;69.03;1;7728
63.0;65.0;69.0;527;390;137;74.0;70.0948;403;305;98;75.68;71.2641;2;69.03;1;7779
63.0;65.0;70.0;518;385;133;74.32;70.3929;396;301;95;76.01;71.5671;2;70.0;0;7166
63.0;65.0;71.0;505;378;127;74.85;70.8894;386;295;91;76.42;71.9428;2;69.86;1;5404
63.0;65.0;72.0;484;364;120;75.21;71.1711;368;282;86;76.63;72.0452;2;69.93;1;4520
63.0;65.0;73.0;467;351;116;75.16;71.047;355;272;83;76.62;71.9462;2;68.84;1;4954
63.0;65.0;74.0;448;339;109;75.67;71.489;342;263;79;76.9;72.1497;2;68.66;1;3940
63.0;65.0;75.0;430;325;105;75.58;71.306;328;251;77;76.52;71.6466;2;67.72;1;4256
63.0;65.0;76.0;408;310;98;75.98;71.605;315;242;73;76.83;71.8594;2;68.33;1;3686
63.0;65.0;77.0;383;293;90;76.5;72.0048;298;229;69;76.85;71.733;2;69.3;1;2886
63.0;65.0;78.0;361;275;86;76.18;71.5217;285;220;65;77.19;71.9789;2;67.62;1;3873
63.0;65.0;79.0;333;252;81;75.68;70.7916;264;202;62;76.52;71.0439;2;68.0;1;5826
63.0;65.0;80.0;308;235;73;76.3;71.2437;245;187;58;76.33;70.6229;2;69.32;1;4424
63.0;65.0;81.0;283;216;67;76.33;71.0405;231;177;54;76.62;70.7573;2;69.51;1;4970
63.0;65.0;82.0;267;203;64;76.03;70.5631;222;169;53;76.13;70.1039;2;70.13;0;6633
63.0;65.0;83.0;235;179;56;76.17;70.3297;196;150;46;76.53;70.1225;2;71.43;0;7296
63.0;65.0;84.0;209;157;52;75.12;68.8405;178;134;44;75.28;68.4541;2;70.18;0;10053
63.0;65.0;85.0;186;140;46;75.27;68.5987;162;123;39;75.93;68.7907;2;69.23;1;10414
63.0;65.0;86.0;171;129;42;75.44;68.4747;151;114;37;75.5;68.06;2;67.39;1;10599
63.0;65.0;87.0;151;113;38;74.83;67.3551;134;100;34;74.63;66.6438;2;65.0;1;12162
63.0;65.0;88.0;135;102;33;75.56;67.665;123;92;31;74.8;66.4525;2;65.71;1;11829
63.0;65.0;89.0;118;89;29;75.42;66.9353;108;80;28;74.07;65.0833;2;64.52;1;13113
63.0;65.0;90.0;96;72;24;75.0;65.49;88;65;23;73.86;63.824;2;62.96;1;15024
63.0;66.0;60.0;546;401;145;73.44;69.5843;414;312;102;75.36;70.9909;2;68.12;1;9076
63.0;66.0;61.0;546;401;145;73.44;69.5843;414;312;102;75.36;70.9909;2;68.12;1;9077
63.0;66.0;62.0;546;401;145;73.44;69.5843;414;312;102;75.36;70.9909;2;68.12;1;9078
63.0;66.0;63.0;545;401;144;73.58;69.7204;413;312;101;75.54;71.1764;2;68.55;1;8696
63.0;66.0;64.0;545;401;144;73.58;69.7204;413;312;101;75.54;71.1764;2;68.55;1;8697
63.0;66.0;65.0;545;401;144;73.58;69.7204;413;312;101;75.54;71.1764;2;68.55;1;8698
63.0;66.0;66.0;545;401;144;73.58;69.7204;413;312;101;75.54;71.1764;2;68.55;1;8699
63.0;66.0;67.0;536;395;141;73.69;69.8074;407;308;99;75.68;71.2799;2;69.23;1;8445
63.0;66.0;68.0;531;393;138;74.01;70.1179;405;307;98;75.8;71.4014;2;69.03;1;7729
63.0;66.0;69.0;527;390;137;74.0;70.0948;403;305;98;75.68;71.2641;2;69.03;1;7780
63.0;66.0;70.0;518;385;133;74.32;70.3929;396;301;95;76.01;71.5671;2;70.0;0;7167
63.0;66.0;71.0;505;378;127;74.85;70.8894;386;295;91;76.42;71.9428;2;69.86;1;5405
63.0;66.0;72.0;484;364;120;75.21;71.1711;368;282;86;76.63;72.0452;2;69.93;1;4521
63.0;66.0;73.0;467;351;116;75.16;71.047;355;272;83;76.62;71.9462;2;68.84;1;4955
63.0;66.0;74.0;448;339;109;75.67;71.489;342;263;79;76.9;72.1497;2;68.66;1;3941
63.0;66.0;75.0;430;325;105;75.58;71.306;328;251;77;76.52;71.6466;2;67.72;1;4257
63.0;66.0;76.0;408;310;98;75.98;71.605;315;242;73;76.83;71.8594;2;68.33;1;3687
63.0;66.0;77.0;383;293;90;76.5;72.0048;298;229;69;76.85;71.733;2;69.3;1;2887
63.0;66.0;78.0;361;275;86;76.18;71.5217;285;220;65;77.19;71.9789;2;67.62;1;3874
63.0;66.0;79.0;333;252;81;75.68;70.7916;264;202;62;76.52;71.0439;2;68.0;1;5827
63.0;66.0;80.0;308;235;73;76.3;71.2437;245;187;58;76.33;70.6229;2;69.32;1;4425
63.0;66.0;81.0;283;216;67;76.33;71.0405;231;177;54;76.62;70.7573;2;69.51;1;4971
63.0;66.0;82.0;267;203;64;76.03;70.5631;222;169;53;76.13;70.1039;2;70.13;0;6634
63.0;66.0;83.0;235;179;56;76.17;70.3297;196;150;46;76.53;70.1225;2;71.43;0;7297
63.0;66.0;84.0;209;157;52;75.12;68.8405;178;134;44;75.28;68.4541;2;70.18;0;10054
63.0;66.0;85.0;186;140;46;75.27;68.5987;162;123;39;75.93;68.7907;2;69.23;1;10415
63.0;66.0;86.0;171;129;42;75.44;68.4747;151;114;37;75.5;68.06;2;67.39;1;10600
63.0;66.0;87.0;151;113;38;74.83;67.3551;134;100;34;74.63;66.6438;2;65.0;1;12163
63.0;66.0;88.0;135;102;33;75.56;67.665;123;92;31;74.8;66.4525;2;65.71;1;11830
63.0;66.0;89.0;118;89;29;75.42;66.9353;108;80;28;74.07;65.0833;2;64.52;1;13114
63.0;66.0;90.0;96;72;24;75.0;65.49;88;65;23;73.86;63.824;2;62.96;1;15025
63.0;67.0;60.0;537;395;142;73.56;69.6687;408;308;100;75.49;71.0912;2;68.79;1;8832
63.0;67.0;61.0;537;395;142;73.56;69.6687;408;308;100;75.49;71.0912;2;68.79;1;8833
63.0;67.0;62.0;537;395;142;73.56;69.6687;408;308;100;75.49;71.0912;2;68.79;1;8834
63.0;67.0;63.0;536;395;141;73.69;69.8074;407;308;99;75.68;71.2799;2;69.23;1;8446
63.0;67.0;64.0;536;395;141;73.69;69.8074;407;308;99;75.68;71.2799;2;69.23;1;8447
63.0;67.0;65.0;536;395;141;73.69;69.8074;407;308;99;75.68;71.2799;2;69.23;1;8448
63.0;67.0;66.0;536;395;141;73.69;69.8074;407;308;99;75.68;71.2799;2;69.23;1;8449
63.0;67.0;67.0;536;395;141;73.69;69.8074;407;308;99;75.68;71.2799;2;69.23;1;8450
63.0;67.0;68.0;531;393;138;74.01;70.1179;405;307;98;75.8;71.4014;2;69.03;1;7730
63.0;67.0;69.0;527;390;137;74.0;70.0948;403;305;98;75.68;71.2641;2;69.03;1;7781
63.0;67.0;70.0;518;385;133;74.32;70.3929;396;301;95;76.01;71.5671;2;70.0;0;7168
63.0;67.0;71.0;505;378;127;74.85;70.8894;386;295;91;76.42;71.9428;2;69.86;1;5406
63.0;67.0;72.0;484;364;120;75.21;71.1711;368;282;86;76.63;72.0452;2;69.93;1;4522
63.0;67.0;73.0;467;351;116;75.16;71.047;355;272;83;76.62;71.9462;2;68.84;1;4956
63.0;67.0;74.0;448;339;109;75.67;71.489;342;263;79;76.9;72.1497;2;68.66;1;3942
63.0;67.0;75.0;430;325;105;75.58;71.306;328;251;77;76.52;71.6466;2;67.72;1;4258
63.0;67.0;76.0;408;310;98;75.98;71.605;315;242;73;76.83;71.8594;2;68.33;1;3688
63.0;67.0;77.0;383;293;90;76.5;72.0048;298;229;69;76.85;71.733;2;69.3;1;2888
63.0;67.0;78.0;361;275;86;76.18;71.5217;285;220;65;77.19;71.9789;2;67.62;1;3875
63.0;67.0;79.0;333;252;81;75.68;70.7916;264;202;62;76.52;71.0439;2;68.0;1;5828
63.0;67.0;80.0;308;235;73;76.3;71.2437;245;187;58;76.33;70.6229;2;69.32;1;4426
63.0;67.0;81.0;283;216;67;76.33;71.0405;231;177;54;76.62;70.7573;2;69.51;1;4972
63.0;67.0;82.0;267;203;64;76.03;70.5631;222;169;53;76.13;70.1039;2;70.13;0;6635
63.0;67.0;83.0;235;179;56;76.17;70.3297;196;150;46;76.53;70.1225;2;71.43;0;7298
63.0;67.0;84.0;209;157;52;75.12;68.8405;178;134;44;75.28;68.4541;2;70.18;0;10055
63.0;67.0;85.0;186;140;46;75.27;68.5987;162;123;39;75.93;68.7907;2;69.23;1;10416
63.0;67.0;86.0;171;129;42;75.44;68.4747;151;114;37;75.5;68.06;2;67.39;1;10601
63.0;67.0;87.0;151;113;38;74.83;67.3551;134;100;34;74.63;66.6438;2;65.0;1;12164
63.0;67.0;88.0;135;102;33;75.56;67.665;123;92;31;74.8;66.4525;2;65.71;1;11831
63.0;67.0;89.0;118;89;29;75.42;66.9353;108;80;28;74.07;65.0833;2;64.52;1;13115
63.0;67.0;90.0;96;72;24;75.0;65.49;88;65;23;73.86;63.824;2;62.96;1;15026
63.0;68.0;60.0;531;393;138;74.01;70.1179;405;307;98;75.8;71.4014;2;69.03;1;7731
63.0;68.0;61.0;531;393;138;74.01;70.1179;405;307;98;75.8;71.4014;2;69.03;1;7732
63.0;68.0;62.0;531;393;138;74.01;70.1179;405;307;98;75.8;71.4014;2;69.03;1;7733
63.0;68.0;63.0;531;393;138;74.01;70.1179;405;307;98;75.8;71.4014;2;69.03;1;7734
63.0;68.0;64.0;531;393;138;74.01;70.1179;405;307;98;75.8;71.4014;2;69.03;1;7735
63.0;68.0;65.0;531;393;138;74.01;70.1179;405;307;98;75.8;71.4014;2;69.03;1;7736
63.0;68.0;66.0;531;393;138;74.01;70.1179;405;307;98;75.8;71.4014;2;69.03;1;7737
63.0;68.0;67.0;531;393;138;74.01;70.1179;405;307;98;75.8;71.4014;2;69.03;1;7738
63.0;68.0;68.0;531;393;138;74.01;70.1179;405;307;98;75.8;71.4014;2;69.03;1;7739
63.0;68.0;69.0;527;390;137;74.0;70.0948;403;305;98;75.68;71.2641;2;69.03;1;7782
63.0;68.0;70.0;518;385;133;74.32;70.3929;396;301;95;76.01;71.5671;2;70.0;0;7169
63.0;68.0;71.0;505;378;127;74.85;70.8894;386;295;91;76.42;71.9428;2;69.86;1;5407
63.0;68.0;72.0;484;364;120;75.21;71.1711;368;282;86;76.63;72.0452;2;69.93;1;4523
63.0;68.0;73.0;467;351;116;75.16;71.047;355;272;83;76.62;71.9462;2;68.84;1;4957
63.0;68.0;74.0;448;339;109;75.67;71.489;342;263;79;76.9;72.1497;2;68.66;1;3943
63.0;68.0;75.0;430;325;105;75.58;71.306;328;251;77;76.52;71.6466;2;67.72;1;4259
63.0;68.0;76.0;408;310;98;75.98;71.605;315;242;73;76.83;71.8594;2;68.33;1;3689
63.0;68.0;77.0;383;293;90;76.5;72.0048;298;229;69;76.85;71.733;2;69.3;1;2889
63.0;68.0;78.0;361;275;86;76.18;71.5217;285;220;65;77.19;71.9789;2;67.62;1;3876
63.0;68.0;79.0;333;252;81;75.68;70.7916;264;202;62;76.52;71.0439;2;68.0;1;5829
63.0;68.0;80.0;308;235;73;76.3;71.2437;245;187;58;76.33;70.6229;2;69.32;1;4427
63.0;68.0;81.0;283;216;67;76.33;71.0405;231;177;54;76.62;70.7573;2;69.51;1;4973
63.0;68.0;82.0;267;203;64;76.03;70.5631;222;169;53;76.13;70.1039;2;70.13;0;6636
63.0;68.0;83.0;235;179;56;76.17;70.3297;196;150;46;76.53;70.1225;2;71.43;0;7299
63.0;68.0;84.0;209;157;52;75.12;68.8405;178;134;44;75.28;68.4541;2;70.18;0;10056
63.0;68.0;85.0;186;140;46;75.27;68.5987;162;123;39;75.93;68.7907;2;69.23;1;10417
63.0;68.0;86.0;171;129;42;75.44;68.4747;151;114;37;75.5;68.06;2;67.39;1;10602
63.0;68.0;87.0;151;113;38;74.83;67.3551;134;100;34;74.63;66.6438;2;65.0;1;12165
63.0;68.0;88.0;135;102;33;75.56;67.665;123;92;31;74.8;66.4525;2;65.71;1;11832
63.0;68.0;89.0;118;89;29;75.42;66.9353;108;80;28;74.07;65.0833;2;64.52;1;13116
63.0;68.0;90.0;96;72;24;75.0;65.49;88;65;23;73.86;63.824;2;62.96;1;15027
63.0;69.0;60.0;527;390;137;74.0;70.0948;403;305;98;75.68;71.2641;2;69.03;1;7783
63.0;69.0;61.0;527;390;137;74.0;70.0948;403;305;98;75.68;71.2641;2;69.03;1;7784
63.0;69.0;62.0;527;390;137;74.0;70.0948;403;305;98;75.68;71.2641;2;69.03;1;7785
63.0;69.0;63.0;527;390;137;74.0;70.0948;403;305;98;75.68;71.2641;2;69.03;1;7786
63.0;69.0;64.0;527;390;137;74.0;70.0948;403;305;98;75.68;71.2641;2;69.03;1;7787
63.0;69.0;65.0;527;390;137;74.0;70.0948;403;305;98;75.68;71.2641;2;69.03;1;7788
63.0;69.0;66.0;527;390;137;74.0;70.0948;403;305;98;75.68;71.2641;2;69.03;1;7789
63.0;69.0;67.0;527;390;137;74.0;70.0948;403;305;98;75.68;71.2641;2;69.03;1;7790
63.0;69.0;68.0;527;390;137;74.0;70.0948;403;305;98;75.68;71.2641;2;69.03;1;7791
63.0;69.0;69.0;527;390;137;74.0;70.0948;403;305;98;75.68;71.2641;2;69.03;1;7792
63.0;69.0;70.0;518;385;133;74.32;70.3929;396;301;95;76.01;71.5671;2;70.0;0;7170
63.0;69.0;71.0;505;378;127;74.85;70.8894;386;295;91;76.42;71.9428;2;69.86;1;5408
63.0;69.0;72.0;484;364;120;75.21;71.1711;368;282;86;76.63;72.0452;2;69.93;1;4524
63.0;69.0;73.0;467;351;116;75.16;71.047;355;272;83;76.62;71.9462;2;68.84;1;4958
63.0;69.0;74.0;448;339;109;75.67;71.489;342;263;79;76.9;72.1497;2;68.66;1;3944
63.0;69.0;75.0;430;325;105;75.58;71.306;328;251;77;76.52;71.6466;2;67.72;1;4260
63.0;69.0;76.0;408;310;98;75.98;71.605;315;242;73;76.83;71.8594;2;68.33;1;3690
63.0;69.0;77.0;383;293;90;76.5;72.0048;298;229;69;76.85;71.733;2;69.3;1;2890
63.0;69.0;78.0;361;275;86;76.18;71.5217;285;220;65;77.19;71.9789;2;67.62;1;3877
63.0;69.0;79.0;333;252;81;75.68;70.7916;264;202;62;76.52;71.0439;2;68.0;1;5830
63.0;69.0;80.0;308;235;73;76.3;71.2437;245;187;58;76.33;70.6229;2;69.32;1;4428
63.0;69.0;81.0;283;216;67;76.33;71.0405;231;177;54;76.62;70.7573;2;69.51;1;4974
63.0;69.0;82.0;267;203;64;76.03;70.5631;222;169;53;76.13;70.1039;2;70.13;0;6637
63.0;69.0;83.0;235;179;56;76.17;70.3297;196;150;46;76.53;70.1225;2;71.43;0;7300
63.0;69.0;84.0;209;157;52;75.12;68.8405;178;134;44;75.28;68.4541;2;70.18;0;10057
63.0;69.0;85.0;186;140;46;75.27;68.5987;162;123;39;75.93;68.7907;2;69.23;1;10418
63.0;69.0;86.0;171;129;42;75.44;68.4747;151;114;37;75.5;68.06;2;67.39;1;10603
63.0;69.0;87.0;151;113;38;74.83;67.3551;134;100;34;74.63;66.6438;2;65.0;1;12166
63.0;69.0;88.0;135;102;33;75.56;67.665;123;92;31;74.8;66.4525;2;65.71;1;11833
63.0;69.0;89.0;118;89;29;75.42;66.9353;108;80;28;74.07;65.0833;2;64.52;1;13117
63.0;69.0;90.0;96;72;24;75.0;65.49;88;65;23;73.86;63.824;2;62.96;1;15028
63.0;70.0;60.0;519;385;134;74.18;70.2479;396;301;95;76.01;71.5671;2;69.54;1;7438
63.0;70.0;61.0;519;385;134;74.18;70.2479;396;301;95;76.01;71.5671;2;69.54;1;7439
63.0;70.0;62.0;519;385;134;74.18;70.2479;396;301;95;76.01;71.5671;2;69.54;1;7440
63.0;70.0;63.0;519;385;134;74.18;70.2479;396;301;95;76.01;71.5671;2;69.54;1;7441
63.0;70.0;64.0;519;385;134;74.18;70.2479;396;301;95;76.01;71.5671;2;69.54;1;7442
63.0;70.0;65.0;519;385;134;74.18;70.2479;396;301;95;76.01;71.5671;2;69.54;1;7443
63.0;70.0;66.0;519;385;134;74.18;70.2479;396;301;95;76.01;71.5671;2;69.54;1;7444
63.0;70.0;67.0;519;385;134;74.18;70.2479;396;301;95;76.01;71.5671;2;69.54;1;7445
63.0;70.0;68.0;519;385;134;74.18;70.2479;396;301;95;76.01;71.5671;2;69.54;1;7446
63.0;70.0;69.0;519;385;134;74.18;70.2479;396;301;95;76.01;71.5671;2;69.54;1;7447
63.0;70.0;70.0;518;385;133;74.32;70.3929;396;301;95;76.01;71.5671;2;70.0;0;7171
63.0;70.0;71.0;505;378;127;74.85;70.8894;386;295;91;76.42;71.9428;2;69.86;1;5409
63.0;70.0;72.0;484;364;120;75.21;71.1711;368;282;86;76.63;72.0452;2;69.93;1;4525
63.0;70.0;73.0;467;351;116;75.16;71.047;355;272;83;76.62;71.9462;2;68.84;1;4959
63.0;70.0;74.0;448;339;109;75.67;71.489;342;263;79;76.9;72.1497;2;68.66;1;3945
63.0;70.0;75.0;430;325;105;75.58;71.306;328;251;77;76.52;71.6466;2;67.72;1;4261
63.0;70.0;76.0;408;310;98;75.98;71.605;315;242;73;76.83;71.8594;2;68.33;1;3691
63.0;70.0;77.0;383;293;90;76.5;72.0048;298;229;69;76.85;71.733;2;69.3;1;2891
63.0;70.0;78.0;361;275;86;76.18;71.5217;285;220;65;77.19;71.9789;2;67.62;1;3878
63.0;70.0;79.0;333;252;81;75.68;70.7916;264;202;62;76.52;71.0439;2;68.0;1;5831
63.0;70.0;80.0;308;235;73;76.3;71.2437;245;187;58;76.33;70.6229;2;69.32;1;4429
63.0;70.0;81.0;283;216;67;76.33;71.0405;231;177;54;76.62;70.7573;2;69.51;1;4975
63.0;70.0;82.0;267;203;64;76.03;70.5631;222;169;53;76.13;70.1039;2;70.13;0;6638
63.0;70.0;83.0;235;179;56;76.17;70.3297;196;150;46;76.53;70.1225;2;71.43;0;7301
63.0;70.0;84.0;209;157;52;75.12;68.8405;178;134;44;75.28;68.4541;2;70.18;0;10058
63.0;70.0;85.0;186;140;46;75.27;68.5987;162;123;39;75.93;68.7907;2;69.23;1;10419
63.0;70.0;86.0;171;129;42;75.44;68.4747;151;114;37;75.5;68.06;2;67.39;1;10604
63.0;70.0;87.0;151;113;38;74.83;67.3551;134;100;34;74.63;66.6438;2;65.0;1;12167
63.0;70.0;88.0;135;102;33;75.56;67.665;123;92;31;74.8;66.4525;2;65.71;1;11834
63.0;70.0;89.0;118;89;29;75.42;66.9353;108;80;28;74.07;65.0833;2;64.52;1;13118
63.0;70.0;90.0;96;72;24;75.0;65.49;88;65;23;73.86;63.824;2;62.96;1;15029
63.0;71.0;60.0;506;378;128;74.7;70.7394;386;295;91;76.42;71.9428;2;69.39;1;5949
63.0;71.0;61.0;506;378;128;74.7;70.7394;386;295;91;76.42;71.9428;2;69.39;1;5950
63.0;71.0;62.0;506;378;128;74.7;70.7394;386;295;91;76.42;71.9428;2;69.39;1;5951
63.0;71.0;63.0;506;378;128;74.7;70.7394;386;295;91;76.42;71.9428;2;69.39;1;5952
63.0;71.0;64.0;506;378;128;74.7;70.7394;386;295;91;76.42;71.9428;2;69.39;1;5953
63.0;71.0;65.0;506;378;128;74.7;70.7394;386;295;91;76.42;71.9428;2;69.39;1;5954
63.0;71.0;66.0;506;378;128;74.7;70.7394;386;295;91;76.42;71.9428;2;69.39;1;5955
63.0;71.0;67.0;506;378;128;74.7;70.7394;386;295;91;76.42;71.9428;2;69.39;1;5956
63.0;71.0;68.0;506;378;128;74.7;70.7394;386;295;91;76.42;71.9428;2;69.39;1;5957
63.0;71.0;69.0;506;378;128;74.7;70.7394;386;295;91;76.42;71.9428;2;69.39;1;5958
63.0;71.0;70.0;505;378;127;74.85;70.8894;386;295;91;76.42;71.9428;2;69.86;1;5410
63.0;71.0;71.0;505;378;127;74.85;70.8894;386;295;91;76.42;71.9428;2;69.86;1;5411
63.0;71.0;72.0;484;364;120;75.21;71.1711;368;282;86;76.63;72.0452;2;69.93;1;4526
63.0;71.0;73.0;467;351;116;75.16;71.047;355;272;83;76.62;71.9462;2;68.84;1;4960
63.0;71.0;74.0;448;339;109;75.67;71.489;342;263;79;76.9;72.1497;2;68.66;1;3946
63.0;71.0;75.0;430;325;105;75.58;71.306;328;251;77;76.52;71.6466;2;67.72;1;4262
63.0;71.0;76.0;408;310;98;75.98;71.605;315;242;73;76.83;71.8594;2;68.33;1;3692
63.0;71.0;77.0;383;293;90;76.5;72.0048;298;229;69;76.85;71.733;2;69.3;1;2892
63.0;71.0;78.0;361;275;86;76.18;71.5217;285;220;65;77.19;71.9789;2;67.62;1;3879
63.0;71.0;79.0;333;252;81;75.68;70.7916;264;202;62;76.52;71.0439;2;68.0;1;5832
63.0;71.0;80.0;308;235;73;76.3;71.2437;245;187;58;76.33;70.6229;2;69.32;1;4430
63.0;71.0;81.0;283;216;67;76.33;71.0405;231;177;54;76.62;70.7573;2;69.51;1;4976
63.0;71.0;82.0;267;203;64;76.03;70.5631;222;169;53;76.13;70.1039;2;70.13;0;6639
63.0;71.0;83.0;235;179;56;76.17;70.3297;196;150;46;76.53;70.1225;2;71.43;0;7302
63.0;71.0;84.0;209;157;52;75.12;68.8405;178;134;44;75.28;68.4541;2;70.18;0;10059
63.0;71.0;85.0;186;140;46;75.27;68.5987;162;123;39;75.93;68.7907;2;69.23;1;10420
63.0;71.0;86.0;171;129;42;75.44;68.4747;151;114;37;75.5;68.06;2;67.39;1;10605
63.0;71.0;87.0;151;113;38;74.83;67.3551;134;100;34;74.63;66.6438;2;65.0;1;12168
63.0;71.0;88.0;135;102;33;75.56;67.665;123;92;31;74.8;66.4525;2;65.71;1;11835
63.0;71.0;89.0;118;89;29;75.42;66.9353;108;80;28;74.07;65.0833;2;64.52;1;13119
63.0;71.0;90.0;96;72;24;75.0;65.49;88;65;23;73.86;63.824;2;62.96;1;15030
63.0;72.0;60.0;484;363;121;75.0;70.9556;368;282;86;76.63;72.0452;2;69.23;1;5168
63.0;72.0;61.0;484;363;121;75.0;70.9556;368;282;86;76.63;72.0452;2;69.23;1;5169
